Year,County,NCICCode,Violent_sum,Homicide_sum,ForRape_sum,Robbery_sum,AggAssault_sum,Property_sum,Burglary_sum,VehicleTheft_sum,LTtotal_sum,ViolentClr_sum,HomicideClr_sum,ForRapeClr_sum,RobberyClr_sum,AggAssaultClr_sum,PropertyClr_sum,BurglaryClr_sum,VehicleTheftClr_sum,LTtotalClr_sum,TotalStructural_sum,TotalMobile_sum,TotalOther_sum,GrandTotal_sum,GrandTotClr_sum,RAPact_sum,ARAPact_sum,FROBact_sum,KROBact_sum,OROBact_sum,SROBact_sum,HROBnao_sum,CHROBnao_sum,GROBnao_sum,CROBnao_sum,RROBnao_sum,BROBnao_sum,MROBnao_sum,FASSact_sum,KASSact_sum,OASSact_sum,HASSact_sum,FEBURact_Sum,UBURact_sum,RESDBUR_sum,RNBURnao_sum,RDBURnao_sum,RUBURnao_sum,NRESBUR_sum,NNBURnao_sum,NDBURnao_sum,NUBURnao_sum,MVTact_sum,TMVTact_sum,OMVTact_sum,PPLARnao_sum,PSLARnao_sum,SLLARnao_sum,MVLARnao_sum,MVPLARnao_sum,BILARnao_sum,FBLARnao_sum,COMLARnao_sum,AOLARnao_sum,LT400nao_sum,LT200400nao_sum,LT200nao_sum,LT50200nao_sum,LT50nao_sum
2001,San Mateo County,East Palo Alto,311,6,19,132,154,933,417,196,320,106,2,5,26,73,228,145,54,29,2,7,0,9,1,17,2,44,7,12,69,101,5,2,5,6,0,13,25,13,46,70,261,156,112,30,77,5,305,173,124,8,179,15,2,1,2,15,101,88,21,16,1,75,43,31,,35,211
2001,San Mateo County,Foster City,32,0,2,3,27,406,62,26,318,15,0,0,0,15,36,10,1,25,4,0,1,5,0,2,0,2,0,1,0,0,2,0,1,0,0,0,0,2,8,17,33,29,36,1,22,13,26,5,10,11,19,3,4,0,2,39,87,18,34,66,1,71,125,51,,65,77
2001,San Mateo County,Half Moon Bay,20,0,1,4,15,179,30,7,142,12,0,0,3,9,47,11,3,33,0,1,1,2,0,1,0,0,0,1,3,0,0,0,0,0,1,3,0,0,4,11,11,19,12,6,5,1,18,6,12,0,4,1,2,2,3,33,34,9,16,12,0,33,35,26,,30,51
2001,San Mateo County,Hillsborough,11,0,3,0,8,66,18,5,43,1,0,1,0,0,3,0,1,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,7,15,3,8,4,3,0,2,1,2,2,1,0,0,0,14,1,4,3,0,21,34,5,,2,2
2001,San Mateo County,Menlo Park,86,0,9,32,45,798,167,51,580,51,0,5,6,40,86,30,10,46,2,2,0,4,1,7,2,14,1,1,16,16,5,1,1,3,2,4,3,5,22,15,58,109,92,27,57,8,75,31,39,5,30,12,9,6,2,19,166,69,84,134,2,98,182,112,,134,152
2001,San Mateo County,Millbrae,41,0,10,13,18,328,75,34,219,17,0,4,2,11,43,4,4,35,1,0,5,6,0,9,1,2,0,3,8,5,4,1,0,1,0,2,1,2,13,2,34,41,48,3,37,8,27,11,12,4,30,4,0,2,2,39,78,21,4,40,3,30,80,32,,39,68
2001,San Mateo County,Pacifica,95,0,7,13,75,667,119,62,486,69,0,4,5,60,100,14,10,76,1,1,3,5,3,5,2,2,3,3,5,4,1,1,0,2,1,4,2,7,23,43,74,45,68,16,39,13,51,23,26,2,53,6,3,1,6,54,185,58,13,72,8,89,133,80,,89,184
2001,San Mateo County,Redwood City,285,1,22,59,203,1921,472,152,1297,170,1,10,18,141,303,42,10,251,10,4,2,16,4,13,9,23,9,4,23,17,23,3,2,2,5,7,72,18,30,83,362,110,101,44,39,18,371,101,206,64,114,12,26,6,3,149,328,52,51,85,2,621,413,179,,257,448
2001,San Mateo County,San Bruno,101,0,11,34,56,947,97,136,714,41,0,4,5,32,240,15,7,218,1,0,0,1,0,10,1,13,1,5,15,10,8,5,0,0,3,8,6,8,34,8,45,52,72,14,47,11,25,14,7,4,132,0,4,0,3,236,169,144,18,74,8,62,266,121,,162,165
2001,San Mateo County,San Carlos,33,1,3,8,21,528,87,40,401,21,1,1,3,16,59,19,4,36,0,0,0,0,0,2,1,3,1,0,4,1,0,1,0,1,1,4,1,1,13,6,38,49,32,10,15,7,55,27,22,6,32,5,3,1,2,31,165,23,23,80,1,75,174,67,,72,88
2001,San Mateo County,San Mateo,412,1,26,77,308,2410,253,219,1938,197,1,17,31,148,375,24,20,331,7,5,15,27,5,22,4,22,10,4,41,41,8,1,5,3,6,13,26,12,115,155,143,110,145,31,60,54,108,68,8,32,177,29,13,9,5,341,580,339,104,229,13,318,571,357,,348,662
2001,San Mateo County,San Mateo BART,5,0,0,4,1,141,0,36,105,1,0,0,1,0,6,0,1,5,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,2,0,64,9,14,0,0,16,29,10,,30,36
2001,San Mateo County,San Mateo Co. Sheriff's Department,81,2,12,50,17,2047,218,318,1511,13,0,0,8,5,71,9,46,16,1,11,5,17,0,11,1,13,6,2,29,36,0,1,4,1,3,5,4,6,7,0,118,100,140,52,55,33,78,29,17,32,259,34,25,54,162,12,325,207,49,127,1,574,762,252,,237,260
2001,San Mateo County,South San Francisco,156,1,10,68,77,1570,264,209,1097,69,1,1,18,49,192,49,8,135,8,6,3,17,4,10,0,24,5,4,35,38,8,3,4,6,7,2,2,14,39,22,138,126,98,16,56,26,166,65,50,51,164,39,6,0,1,93,331,293,18,215,8,138,357,197,,228,315
2001,San Mateo County,Union Pacific RR - San Mateo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2001,Santa Barbara County,Allen Hancock College,0,0,0,0,0,34,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,4,1,3,0,0,0,0,0,0,1,8,0,4,14,0,3,5,10,,9,6
2001,Santa Barbara County,Buelton,7,0,2,0,5,68,10,5,53,7,0,2,0,5,13,3,1,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,8,2,2,0,1,1,8,1,1,6,3,1,1,0,0,1,19,4,5,13,0,11,17,15,,10,11
2001,Santa Barbara County,CA Highway Patrol - Santa Barbara,0,0,0,0,0,59,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,10,5,0,0,0,0,0,0,0,0,0,0,0,,0,0
2001,Santa Barbara County,Carpinteria,22,1,0,6,15,195,48,13,134,18,1,0,3,14,52,14,7,31,0,0,0,0,0,-1,1,3,0,0,3,1,2,0,0,1,1,1,1,0,5,9,24,24,22,6,8,8,26,8,5,13,10,3,0,0,0,7,49,6,11,39,0,22,47,20,,41,26
2001,Santa Barbara County,Guadalupe,27,0,0,2,25,122,38,9,75,19,0,0,1,18,11,2,4,5,0,0,2,2,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,9,14,1,23,15,25,5,12,8,13,6,1,6,7,1,1,0,0,2,12,29,19,1,0,12,18,18,,22,17
2001,Santa Barbara County,Lompoc,161,3,18,27,113,1423,292,80,1051,114,3,11,12,88,271,33,11,227,0,6,10,16,3,16,2,3,2,1,21,20,2,0,2,1,0,2,13,27,60,13,184,108,249,49,142,58,43,24,1,18,66,13,1,0,1,159,287,182,90,117,26,189,167,215,,300,369
2001,Santa Barbara County,Santa Barbara,539,3,28,106,402,2407,443,142,1822,264,3,12,20,229,398,112,14,272,6,1,4,11,1,23,5,35,12,13,46,19,12,9,10,3,7,46,9,31,78,284,240,203,157,49,91,17,286,129,139,18,123,8,11,9,7,98,469,76,142,315,2,704,506,331,,406,579
2001,Santa Barbara County,Santa Barbara Co. Sheriff's Department,293,1,39,35,218,1792,419,9,1364,207,1,26,16,164,366,87,7,272,4,3,28,35,16,38,1,17,10,5,3,4,14,1,0,9,1,6,2,28,81,107,193,226,277,59,105,113,142,44,25,73,7,2,0,3,3,115,458,16,213,293,7,256,449,243,,381,291
2001,Santa Barbara County,Santa Maria,330,4,23,98,205,2321,387,241,1693,179,4,7,29,139,462,46,43,373,4,6,11,21,3,20,3,28,16,4,50,34,14,3,10,3,2,32,27,58,78,42,274,113,237,30,72,135,150,17,13,120,160,64,17,4,3,334,381,470,90,85,15,311,499,352,,398,444
2001,Santa Barbara County,Solvang,11,0,1,1,9,95,15,1,79,8,0,0,0,8,32,5,0,27,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,7,9,6,5,1,0,4,10,6,2,2,1,0,0,0,0,17,20,1,4,19,1,17,21,16,,20,22
2001,Santa Barbara County,UC Santa Barbara,6,0,1,2,3,401,25,1,375,3,0,1,1,1,23,3,0,20,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,3,0,13,12,8,4,2,2,17,3,7,7,0,0,1,0,0,2,40,5,218,92,0,18,48,83,,178,66
2001,Santa Barbara County,Union Pacific RR - Santa Barbara,2,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,0
2001,Santa Clara County,Agnews Developmental Center,2,0,0,0,2,4,3,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,1
2001,Santa Clara County,CA Highway Patrol - Santa Clara,17,0,0,0,17,70,1,54,15,9,0,0,0,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,1,0,0,0,0,1,0,1,0,48,2,4,0,0,0,13,1,0,0,0,1,3,1,,8,3
2001,Santa Clara County,Campbell,96,0,12,22,62,1090,160,97,833,41,0,5,3,33,187,12,8,167,1,1,5,7,0,11,1,6,3,3,10,3,0,3,2,2,1,11,8,9,19,26,105,55,73,28,23,22,87,46,13,28,68,13,16,7,7,213,248,114,24,95,2,123,291,122,,204,216
2001,Santa Clara County,CSU San Jose,20,0,7,4,9,329,35,13,281,6,0,2,0,4,32,9,4,19,2,0,0,2,0,4,3,0,0,0,4,0,0,0,0,0,0,4,0,2,1,6,0,35,15,7,2,6,20,2,4,14,12,0,1,0,0,9,102,25,23,111,3,8,85,67,,86,43
2001,Santa Clara County,Cupertino,71,1,7,13,50,1248,252,51,945,51,0,3,3,45,293,16,8,269,3,0,9,12,0,7,0,6,0,2,5,0,3,0,1,1,3,5,0,4,32,14,114,138,156,44,42,70,96,23,16,57,40,7,4,0,17,266,334,20,47,147,7,107,295,156,,198,296
2001,Santa Clara County,Foothill College,3,0,0,1,2,70,5,0,65,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,3,2,0,0,0,0,5,1,1,3,0,0,0,0,2,0,19,5,1,27,0,11,21,6,,20,18
2001,Santa Clara County,Gilroy,308,3,16,52,237,1404,224,131,1049,127,1,4,12,110,222,41,23,158,4,0,0,4,1,15,1,18,7,3,24,9,8,1,8,2,3,21,24,20,69,124,174,50,117,30,58,29,107,61,19,27,114,10,7,2,10,164,499,76,61,146,12,79,303,155,,227,364
2001,Santa Clara County,Los Altos,29,0,0,7,22,294,102,2,190,10,0,0,1,9,23,5,0,18,1,0,2,3,1,0,0,3,0,0,4,2,2,0,0,0,2,1,0,1,7,14,56,46,65,0,0,65,37,0,0,37,1,0,1,0,2,8,32,13,12,41,1,81,70,22,,26,72
2001,Santa Clara County,Los Altos Hills,3,0,1,0,2,75,30,6,39,0,0,0,0,0,11,2,2,7,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,12,23,8,5,10,7,0,0,7,4,0,2,0,0,0,7,2,0,11,0,19,14,8,,2,15
2001,Santa Clara County,Los Gatos,51,0,3,4,44,559,116,30,413,41,0,1,1,39,67,25,10,32,1,0,5,6,0,2,1,1,1,0,2,1,1,0,0,0,0,2,0,3,12,29,53,63,48,4,23,21,68,30,12,26,15,8,7,0,0,35,156,30,24,99,1,68,194,73,,64,82
2001,Santa Clara County,Milpitas,213,0,9,55,149,1941,325,164,1452,93,0,3,16,74,328,33,8,287,4,0,0,4,0,4,5,12,3,4,36,9,14,1,2,4,8,17,9,25,91,24,239,86,134,18,56,60,191,41,37,113,126,28,10,9,38,342,574,50,13,206,5,215,508,204,,346,394
2001,Santa Clara County,Monte Sereno,1,0,0,0,1,19,5,0,14,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,4,1,3,0,1,0,0,1,0,0,0,0,0,0,3,1,0,6,0,4,7,2,,2,3
2001,Santa Clara County,Morgan Hill,76,0,13,22,41,801,128,52,621,26,0,5,5,16,56,12,4,40,4,1,9,14,0,10,3,2,4,1,15,4,2,1,2,2,1,10,1,7,16,17,89,39,58,15,30,13,70,45,15,10,38,11,3,2,11,52,211,62,16,96,2,169,194,113,,145,169
2001,Santa Clara County,Mountain View,402,1,5,46,350,2036,252,142,1642,250,1,4,8,237,402,57,18,327,7,0,4,11,3,4,1,25,2,2,17,13,16,2,4,3,7,1,9,23,104,214,157,95,97,5,42,50,155,20,15,120,94,29,19,4,2,334,574,94,110,184,9,331,407,263,,414,558
2001,Santa Clara County,Palo Alto,82,2,7,35,38,1798,255,82,1461,40,2,5,12,21,300,12,12,276,0,2,12,14,1,6,1,11,4,3,17,8,2,1,5,3,8,8,0,6,26,6,118,137,128,22,52,54,127,19,25,83,57,11,14,0,6,307,229,228,217,181,1,292,482,249,,407,323
2001,Santa Clara County,San Jose,5564,22,329,712,4501,19599,2939,3093,13567,1679,15,107,172,1385,2123,157,322,1644,226,113,158,497,62,273,56,186,91,83,352,297,85,25,28,41,45,191,183,384,1500,2434,2503,436,1803,463,1076,264,1136,482,381,273,2109,851,133,48,45,2031,1964,5245,346,2611,45,1232,3888,2076,,3558,4045
2001,Santa Clara County,San Jose Community College,2,0,0,0,2,88,15,5,68,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8,7,0,0,0,0,15,2,0,13,5,0,0,0,0,0,15,17,0,27,0,9,16,13,,23,16
2001,Santa Clara County,Santa Clara,282,0,20,45,217,3068,420,236,2412,140,0,3,10,127,307,45,22,240,9,6,30,45,6,12,8,18,3,10,14,6,8,0,6,7,13,5,16,24,57,120,255,165,158,4,15,139,262,7,4,251,167,47,22,9,18,232,969,154,84,516,12,418,924,388,,443,657
2001,Santa Clara County,Santa Clara Co. Sheriff's Department,336,5,25,39,267,2127,467,182,1478,265,3,14,11,237,228,35,22,171,0,0,2,2,0,25,0,8,5,3,23,2,1,0,2,9,3,22,9,25,145,88,168,299,267,50,100,117,200,40,30,130,85,60,37,7,23,47,520,27,310,304,2,238,477,314,,265,422
2001,Santa Clara County,Santa Clara Transit District,53,0,1,22,30,151,4,13,134,25,0,0,10,15,12,0,2,10,0,0,0,0,0,1,0,0,2,1,19,0,0,0,0,0,0,22,0,3,16,11,3,1,1,0,1,0,3,0,0,3,8,4,1,2,8,0,82,5,13,6,1,17,30,24,,30,50
2001,Santa Clara County,Saratoga,29,0,3,2,24,312,98,7,207,21,0,2,1,18,45,4,0,41,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,1,2,0,14,8,49,49,56,15,19,22,42,11,0,31,4,2,1,0,2,24,56,3,8,47,1,66,81,35,,28,63
2001,Santa Clara County,Sunnyvale,180,0,18,59,103,2518,289,234,1995,127,0,12,30,85,463,55,11,397,4,4,9,17,5,16,2,24,5,4,26,28,10,2,4,4,9,2,7,28,62,6,188,101,125,30,34,61,164,26,21,117,147,56,31,1,2,383,444,531,124,82,6,422,512,390,,497,596
2001,Santa Clara County,Union Pacific RR - Santa Clara,1,0,0,0,1,8,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,5,0,0,0,0,5,0,,1,0
2001,Santa Clara County,West Valley College District,1,0,0,0,1,157,17,13,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,12,0,0,0,0,17,2,4,11,13,0,0,4,2,0,68,4,1,44,1,3,25,22,,27,53
2001,Santa Cruz County,CA Highway Patrol - Santa Cruz,2,0,0,0,2,254,0,149,105,1,0,0,0,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,97,33,19,0,0,0,98,0,0,0,0,7,6,1,,0,98
2001,Santa Cruz County,Capitola,60,0,4,10,46,822,105,33,684,43,0,3,4,36,279,8,5,266,0,0,0,0,0,3,1,3,1,1,5,1,0,1,0,0,2,6,1,5,9,31,43,62,52,19,14,19,53,32,16,5,21,8,4,5,4,267,125,21,41,94,0,127,155,88,,221,220
2001,Santa Cruz County,Santa Cruz,537,0,51,87,399,3009,478,209,2322,207,0,10,15,182,477,72,13,392,12,7,0,19,0,46,5,12,10,8,57,12,1,2,5,2,7,58,3,62,141,193,212,266,248,119,79,50,230,126,55,49,148,42,19,13,24,395,752,138,281,238,11,470,684,379,,498,761
2001,Santa Cruz County,Santa Cruz Co. Sheriff's Department,243,9,39,31,164,2276,570,10,1696,133,8,12,12,101,147,67,3,77,14,5,11,30,4,38,1,9,3,3,16,10,6,0,4,2,0,9,9,36,95,24,299,271,388,87,188,113,182,38,65,79,5,1,4,31,47,84,973,0,109,3,4,445,625,293,,394,384
2001,Santa Cruz County,Santa Cruz DPR,6,0,0,0,6,46,2,0,44,3,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,17,0,3,2,0,20,10,6,,18,10
2001,Santa Cruz County,Scotts Valley,38,0,1,3,34,367,70,16,281,20,0,0,0,20,75,17,0,58,2,0,0,2,0,0,1,0,0,0,3,0,0,0,0,0,0,3,0,0,10,24,23,47,25,9,6,10,45,17,16,12,7,1,8,1,2,47,45,15,10,44,2,115,67,35,,80,99
2001,Santa Cruz County,UC Santa Cruz,8,0,-1,0,9,195,22,4,169,3,0,0,0,3,15,0,0,15,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,6,16,9,1,8,0,13,3,9,1,2,1,1,0,0,0,38,4,47,48,0,32,59,38,,44,28
2001,Santa Cruz County,Union Pacific RR - Santa Cruz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2001,Santa Cruz County,Watsonville,309,4,19,81,205,1941,296,126,1519,125,2,7,30,86,253,26,8,219,5,1,0,6,1,18,1,13,24,4,40,22,3,3,10,4,0,39,9,58,63,75,165,131,151,66,56,29,145,86,22,37,86,31,9,0,5,227,683,167,63,106,1,267,349,238,,357,575
2001,Shasta County,Anderson,50,2,7,4,37,443,99,32,312,19,1,0,2,16,46,12,8,26,0,1,1,2,0,7,0,1,1,0,2,2,1,0,0,1,0,0,4,5,4,24,29,70,41,8,7,26,58,19,13,26,24,2,6,1,4,57,105,20,33,41,4,47,66,51,,74,121
2001,Shasta County,CA Highway Patrol - Shasta,1,0,0,0,1,141,0,108,33,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,66,24,18,0,0,0,3,17,0,0,0,13,7,3,,0,23
2001,Shasta County,Redding,395,1,67,64,263,2851,642,311,1898,174,1,13,23,137,671,60,60,551,4,3,17,24,12,65,2,16,7,10,31,22,10,6,5,11,3,7,28,40,127,68,395,247,354,115,88,151,288,158,39,91,205,62,44,0,12,489,568,193,74,339,11,212,519,221,,341,817
2001,Shasta County,Shasta Co. Sheriff's Department,371,2,28,19,322,1314,458,31,825,276,0,8,6,262,259,82,12,165,9,14,44,67,4,24,4,2,1,2,14,8,4,0,0,5,1,1,26,45,103,148,180,278,257,59,70,128,201,89,35,77,11,14,6,0,0,57,281,52,40,180,7,208,287,134,,186,218
2001,Shasta County,Union Pacific RR - Shasta,0,0,0,0,0,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,1,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0,0
2001,Sierra County,CA Highway Patrol - Sierra,0,0,0,0,0,5,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0
2001,Sierra County,Sierra Co. Sheriff's Department,5,0,0,0,5,62,19,1,42,5,0,0,0,5,16,5,1,10,2,0,5,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,10,9,4,3,1,0,15,1,4,10,1,0,0,0,3,0,8,2,2,7,0,20,14,7,,13,8
2001,Sierra County,Union Pacific RR - Sierra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2001,Siskiyou County,CA Highway Patrol - Siskiyou,1,0,0,1,0,20,0,20,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,1,0,0,0,0,0,0,0,0,0,0,0,,0,0
2001,Siskiyou County,Dorris,1,0,0,0,1,32,13,3,16,0,0,0,0,0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,8,9,3,4,2,4,3,0,1,2,1,0,0,0,0,5,0,0,3,0,8,3,2,,6,5
2001,Siskiyou County,Dunsmuir,1,0,1,0,0,51,8,0,43,0,0,0,0,0,7,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0,3,4,2,0,2,0,0,0,0,0,2,13,2,3,8,2,13,10,6,,11,16
2001,Siskiyou County,Etna,1,0,0,0,1,10,2,1,7,1,0,0,0,1,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,1,0,0,0,0,0,1,0,0,0,1,3,1,0,0,0,2,0,1,,4,2
2001,Siskiyou County,Fort Jones,1,0,0,0,1,25,5,2,18,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,3,3,0,0,2,2,0,0,2,0,0,0,0,0,3,0,0,1,0,14,0,1,,3,14
2001,Siskiyou County,Lake Shastina,4,0,0,0,4,24,6,2,16,4,0,0,0,4,6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,4,5,4,0,1,1,0,0,1,0,0,2,0,0,0,6,1,1,2,0,6,2,5,,8,1
2001,Siskiyou County,Montague,7,0,0,0,7,30,9,3,18,7,0,0,0,7,6,0,2,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,4,5,8,3,0,5,1,1,0,0,2,1,0,0,0,0,2,1,1,1,0,13,3,1,,7,7
2001,Siskiyou County,Mount Shasta,7,0,4,2,1,66,9,3,54,3,0,3,0,0,20,2,1,17,4,0,0,4,4,2,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,3,6,3,0,1,2,6,4,1,1,2,0,1,0,0,12,18,0,3,9,1,11,15,12,,10,17
2001,Siskiyou County,Siskiyou Co. Sheriff's Department,22,1,3,2,16,278,86,1,191,19,1,2,1,15,51,19,1,31,0,3,1,4,1,3,0,0,0,0,2,0,0,0,0,1,0,1,3,5,6,2,49,37,65,13,20,32,21,14,0,7,1,0,0,0,0,4,40,12,6,11,0,118,82,43,,39,27
2001,Siskiyou County,Tulelake,0,0,0,0,0,23,8,0,15,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,5,1,3,1,3,3,0,0,0,0,0,0,0,0,4,3,2,1,0,5,5,3,,5,2
2001,Siskiyou County,Union Pacific RR - Siskiyou,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,0,0
2001,Siskiyou County,Weed,38,0,6,0,32,111,25,12,74,26,0,4,0,22,60,11,4,45,1,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,26,9,16,12,2,4,6,13,3,3,7,9,2,1,0,0,2,13,1,3,17,4,34,7,2,,16,49
2001,Siskiyou County,Yreka,29,0,3,4,22,230,29,17,184,28,0,2,4,22,91,5,13,73,1,0,1,2,2,3,0,0,2,0,2,1,1,0,0,1,0,1,1,7,12,2,15,14,13,1,4,8,16,8,2,6,13,3,1,0,0,27,45,9,15,36,0,52,24,34,,57,69
2001,Solano County,Benicia,38,1,2,19,16,501,146,47,308,17,1,2,4,10,54,15,3,36,8,3,4,15,7,2,0,12,0,2,5,6,2,0,3,1,5,2,1,1,10,4,67,79,89,11,29,49,57,15,11,31,29,11,7,0,2,15,128,10,8,75,2,68,95,51,,56,106
2001,Solano County,CA Highway Patrol - Solano,0,0,0,0,0,48,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,11,7,0,0,0,0,0,0,0,0,0,0,0,,0,0
2001,Solano County,Dixon,115,0,5,4,106,482,67,45,370,80,0,2,1,77,45,7,6,32,1,0,2,3,1,4,1,1,0,0,3,3,0,0,0,1,0,0,4,4,16,82,36,31,42,10,15,17,25,16,0,9,32,9,4,0,1,42,161,11,16,46,2,91,156,43,,80,91
2001,Solano County,Fairfield,508,3,30,184,291,4086,653,406,3027,243,3,12,36,192,620,60,35,525,15,20,20,55,11,24,6,60,13,8,103,117,32,5,5,16,4,5,40,39,143,69,502,151,399,107,215,77,254,169,16,69,297,90,19,17,8,539,1150,350,132,324,20,487,771,428,,781,1047
2001,Solano County,Rio Vista,18,0,0,2,16,214,57,22,135,16,0,0,0,16,25,2,6,17,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,2,0,2,12,19,38,39,23,6,10,18,8,3,7,16,2,4,0,0,9,52,12,3,15,4,40,43,27,,32,33
