Year,County,NCICCode,Violent_sum,Homicide_sum,ForRape_sum,Robbery_sum,AggAssault_sum,Property_sum,Burglary_sum,VehicleTheft_sum,LTtotal_sum,ViolentClr_sum,HomicideClr_sum,ForRapeClr_sum,RobberyClr_sum,AggAssaultClr_sum,PropertyClr_sum,BurglaryClr_sum,VehicleTheftClr_sum,LTtotalClr_sum,TotalStructural_sum,TotalMobile_sum,TotalOther_sum,GrandTotal_sum,GrandTotClr_sum,RAPact_sum,ARAPact_sum,FROBact_sum,KROBact_sum,OROBact_sum,SROBact_sum,HROBnao_sum,CHROBnao_sum,GROBnao_sum,CROBnao_sum,RROBnao_sum,BROBnao_sum,MROBnao_sum,FASSact_sum,KASSact_sum,OASSact_sum,HASSact_sum,FEBURact_Sum,UBURact_sum,RESDBUR_sum,RNBURnao_sum,RDBURnao_sum,RUBURnao_sum,NRESBUR_sum,NNBURnao_sum,NDBURnao_sum,NUBURnao_sum,MVTact_sum,TMVTact_sum,OMVTact_sum,PPLARnao_sum,PSLARnao_sum,SLLARnao_sum,MVLARnao_sum,MVPLARnao_sum,BILARnao_sum,FBLARnao_sum,COMLARnao_sum,AOLARnao_sum,LT400nao_sum,LT200400nao_sum,LT200nao_sum,LT50200nao_sum,LT50nao_sum
1994,Sutter County,Yuba City,219,0,18,44,157,2749,573,182,1994,148,0,8,25,115,655,40,38,577,10,2,2,14,4,15,3,5,6,2,31,4,7,0,5,5,1,22,14,25,80,38,332,241,373,168,128,77,200,103,16,81,116,51,15,0,23,615,327,306,253,65,15,390,367,344,,550,733
1994,Tehama County,CA Highway Patrol - Tehama,1,0,0,0,1,63,0,62,1,1,0,0,0,1,7,0,7,0, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,17,17,0,0,0,0,1,0,0,0,0,0,0,,0,1
1994,Tehama County,Corning,258,1,4,10,243,624,141,47,436,218,1,0,4,213,141,25,24,92,1,1,0,2,0,4,0,1,2,0,7,3,0,1,2,1,0,3,11,15,29,188,68,73,77,19,25,33,64,39,18,7,21,14,12,0,2,81,83,13,103,46,1,107,47,52,,166,171
1994,Tehama County,Red Bluff,149,0,4,9,136,1059,173,62,824,99,0,2,3,94,307,27,17,263,1,0,2,3,2,3,1,3,3,0,3,2,1,4,0,0,0,2,11,7,47,71,117,56,87,17,37,33,86,27,19,40,28,26,8,0,3,240,192,34,88,112,7,148,143,113,,181,387
1994,Tehama County,Tehama Co. Sheriff's Department,127,1,6,4,116,766,345,4,417,59,1,1,1,56,37,20,1,16,8,5,27,40,0,5,1,1,1,0,2,2,1,0,0,0,0,1,7,11,41,57,243,102,200,38,79,83,145,37,18,90,3,0,1,0,0,6,110,40,27,85,1,148,133,65,,97,122
1994,Tehama County,Union Pacific RR - Tehama,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1994,Trinity County,CA Highway Patrol - Trinity,0,0,0,0,0,22,0,22,0,0,0,0,0,0,5,0,5,0, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,6,0,0,0,0,0,0,0,0,0,0,0,,0,0
1994,Trinity County,Trinity Co. Sheriff's Department,31,2,1,2,26,300,163,0,137,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,2,6,6,7,7,105,58,108,27,7,74,55,40,6,9,0,0,0,2,0,3,34,12,11,33,0,42,43,23,,36,35
1994,Trinity County,Union Pacific RR - Trinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1994,Tulare County,CA Highway Patrol - Tulare,0,0,0,0,0,747,0,684,63,0,0,0,0,0,114,0,114,0, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,171,134,0,0,0,1,58,0,0,0,4,4,3,,0,56
1994,Tulare County,College of the Sequoias,1,0,0,0,1,78,36,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,9,0,0,0,0,36,12,20,4,7,10,0,0,1,0,1,2,5,9,1,6,6,3,,9,7
1994,Tulare County,Dinuba,80,1,1,9,69,714,211,102,401,57,0,0,5,52,209,38,12,159,1,1,2,4,1,1,0,1,3,0,5,2,0,1,2,0,1,3,8,17,28,16,182,29,88,27,39,22,123,65,23,35,94,3,5,1,4,121,61,32,63,25,3,91,51,59,,130,161
1994,Tulare County,Exeter,32,0,1,5,26,446,60,56,330,27,0,1,0,26,149,14,51,84,0,0,0,0,0,1,0,2,0,0,3,2,1,0,2,0,0,0,2,6,4,14,33,27,40,22,7,11,20,11,3,6,30,19,7,0,2,39,78,57,62,47,1,44,61,67,,108,94
1994,Tulare County,Farmersville,51,1,2,4,44,396,95,33,268,18,0,0,0,18,25,7,0,18,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,4,4,3,9,28,50,45,71,10,12,49,24,2,2,20,22,8,3,0,2,22,54,8,86,45,0,51,35,44,,99,90
1994,Tulare County,Lindsay,76,1,7,18,50,527,156,75,296,47,0,4,10,33,68,21,7,40,6,3,3,12,7,7,0,3,2,2,11,1,0,0,6,4,0,7,4,8,18,20,103,53,89,17,43,29,67,16,11,40,55,8,12,2,1,27,107,17,38,34,1,69,4,4,,4,284
1994,Tulare County,Porterville,203,5,14,49,135,2036,472,306,1258,98,4,7,17,70,437,48,29,360,2,1,0,3,2,13,1,22,5,3,19,0,4,0,1,6,2,36,26,18,45,46,244,228,333,88,119,126,139,66,13,60,193,103,10,0,2,347,244,231,93,55,9,277,209,231,,273,545
1994,Tulare County,Tulare,343,4,7,75,257,1407,377,340,690,127,4,6,17,100,211,37,16,158,12,14,87,113,2,7,0,8,3,3,61,3,1,0,5,4,2,60,23,19,47,168,347,30,304,65,130,109,73,24,27,22,185,86,69,0,2,108,247,1,130,56,1,145,131,62,,132,365
1994,Tulare County,Tulare Co. Sheriff's Department,817,19,50,87,661,4404,1744,0,2660,394,11,30,23,330,321,111,0,210,35,132,218,385,13,42,8,52,9,3,23,35,3,5,7,16,1,20,71,83,155,352,1375,369,1254,288,559,407,490,237,63,190,0,0,0,5,9,103,415,218,182,504,13,1211,1070,567,,598,425
1994,Tulare County,Union Pacific RR - Tulare,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,1,0
1994,Tulare County,Visalia,986,11,42,201,732,5908,986,818,4104,595,9,28,81,477,991,92,34,865,12,13,2,27,3,34,8,104,25,9,63,95,50,20,12,15,8,1,139,63,153,377,798,188,698,116,206,376,288,75,30,183,803,0,15,15,54,1029,1532,112,382,596,10,374,1015,779,,895,1415
1994,Tulare County,Woodlake,16,0,0,4,12,126,44,6,76,11,0,0,1,10,21,5,0,16,0,0,1,1,1,0,0,1,1,0,2,1,1,0,1,1,0,0,2,5,3,2,29,15,29,6,5,18,15,2,2,11,5,0,1,0,0,13,21,0,16,1,0,25,11,13,,26,26
1994,Tuolumne County,CA Highway Patrol - Tuolumne,0,0,0,0,0,108,0,93,15,0,0,0,0,0,1,0,1,0, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,55,0,0,0,0,15,0,0,0,0,0,0,,0,15
1994,Tuolumne County,Sonora,65,0,3,4,58,562,144,48,370,19,0,0,0,19,94,11,9,74,0,0,1,1,0,3,0,1,0,0,3,0,0,0,0,1,0,3,4,5,6,43,28,116,66,18,19,29,78,52,10,16,25,10,13,3,2,72,76,38,10,61,4,104,73,70,,199,28
1994,Tuolumne County,Tuolumne Co. Sheriff's Department,109,3,7,11,88,1256,529,1,726,58,3,3,4,48,111,66,1,44,1,0,0,1,0,6,1,4,4,1,2,6,0,0,2,2,0,1,6,6,24,52,327,202,395,29,28,338,134,87,6,41,0,0,1,0,1,37,172,113,35,114,3,251,250,144,,186,146
1994,Ventura County,Angeles DPR,0,0,0,0,0,36,9,0,27,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,2,0,0,7,6,0,1,0,0,0,0,0,0,10,1,0,2,0,14,2,6,,10,9
1994,Ventura County,CA Highway Patrol - Ventura,6,0,0,0,6,38,0,22,16,6,0,0,0,6,7,0,7,0, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,15,2,5,0,0,0,0,11,0,0,0,5,3,0,,0,13
1994,Ventura County,Camarillo,109,0,12,25,72,1045,182,115,748,51,0,3,8,40,133,34,18,81,5,1,12,18,5,10,2,11,3,0,11,1,3,2,4,1,1,13,6,10,33,23,89,93,79,9,26,44,103,18,33,52,72,28,15,3,2,47,157,204,112,121,0,102,275,212,,150,111
1994,Ventura County,Camarillo Developmental Center,11,0,1,2,8,74,6,0,68,3,0,1,1,1,0,0,0,0,2,0,0,2,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,2,6,2,4,2,2,0,0,4,0,0,4,0,0,0,2,0,0,1,1,0,58,0,6,11,14,,21,22
1994,Ventura County,Channel Coast DPR,0,0,0,0,0,97,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,96,14,25,,41,17
1994,Ventura County,Fillmore,46,0,2,5,39,281,110,18,153,30,0,1,2,27,33,5,3,25,0,1,0,1,0,2,0,3,2,0,0,2,0,0,1,0,1,1,5,1,20,13,42,68,88,8,32,48,22,3,3,16,13,4,1,0,0,11,43,23,27,21,0,28,37,33,,43,40
1994,Ventura County,Great Basin DPR,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,0
1994,Ventura County,Moorpark,58,2,7,13,36,467,138,43,286,31,1,1,3,26,87,27,4,56,2,1,0,3,1,7,0,1,2,2,8,2,2,0,0,1,0,8,5,0,22,9,43,95,99,16,35,48,39,10,11,18,28,11,4,0,0,34,74,76,34,36,2,30,85,68,,65,68
1994,Ventura County,Ojai,36,0,1,4,31,256,76,21,159,26,0,1,2,23,60,10,1,49,2,0,3,5,2,1,0,2,0,0,2,0,1,0,0,1,0,2,1,2,18,10,39,37,34,2,13,19,42,8,7,27,13,8,0,0,0,46,24,8,42,20,0,19,25,43,,32,59
1994,Ventura County,Oxnard,1514,8,29,404,1073,6434,1794,1015,3625,679,5,22,78,574,975,123,34,818,19,20,12,51,3,27,2,96,81,26,201,161,62,3,28,31,6,113,142,119,177,635,1208,586,1082,285,555,242,712,267,204,241,847,135,33,19,30,936,1371,114,358,254,17,526,731,560,,1016,1318
1994,Ventura County,Port Hueneme,130,2,5,40,83,650,217,59,374,62,2,4,16,40,90,35,5,50,4,0,1,5,3,4,1,10,4,3,23,0,2,1,2,1,2,32,17,10,52,4,163,54,164,24,51,89,53,10,12,31,43,12,4,0,9,35,154,6,62,8,1,99,97,77,,76,124
1994,Ventura County,Santa Paula,167,3,9,42,113,1232,307,86,839,35,1,1,2,31,134,26,10,98,3,2,2,7,1,6,3,13,7,3,19,6,0,2,7,0,5,22,15,22,17,59,262,45,235,62,123,50,72,43,17,12,82,0,4,5,3,90,161,327,42,53,7,151,234,195,,214,196
1994,Ventura County,Simi Valley,218,1,9,39,169,2902,651,418,1833,141,1,6,17,117,451,82,51,318,8,4,21,33,9,9,0,15,3,9,12,22,7,2,2,2,3,1,14,9,48,98,352,299,398,70,125,203,253,38,45,170,255,104,59,1,3,261,867,82,143,271,0,205,575,408,,376,474
1994,Ventura County,Thousand Oaks,286,1,18,60,207,2625,496,328,1801,123,1,9,6,107,429,90,18,321,11,6,6,23,5,17,1,30,4,6,20,6,11,2,10,2,6,23,26,22,112,47,212,284,247,44,81,122,249,50,76,123,213,101,14,1,2,294,396,505,76,300,3,224,594,388,,341,478
1994,Ventura County,Ventura,428,5,23,141,259,4855,1289,431,3135,213,5,12,41,155,617,78,61,478,20,7,13,40,3,19,4,43,23,14,61,53,32,5,18,15,7,11,44,60,94,61,883,406,811,343,327,141,478,256,60,162,250,117,64,1,10,441,752,859,324,338,17,393,858,537,,834,906
1994,Ventura County,Ventura Co. Sheriff's Department,304,6,25,56,217,1630,559,168,903,133,3,6,13,111,175,51,17,107,13,4,12,29,13,24,1,22,5,3,26,7,13,1,2,1,0,32,49,14,89,65,268,291,380,37,162,181,179,27,15,137,83,59,26,0,0,18,171,206,92,174,0,242,366,178,,157,202
1994,Ventura County,Ventura SP RR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1994,Ventura County,Ventura State Police,0,0,0,0,0,8,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,1,0,0,0,0,0,2,1,0,2,0,0,3,0,,2,0
1994,Yolo County,CA Highway Patrol - Yolo,0,0,0,0,0,71,0,54,17,0,0,0,0,0,3,0,3,0, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,30,0,0,0,2,12,0,0,0,3,5,0,,0,12
1994,Yolo County,Davis,73,1,8,22,42,3483,333,202,2948,48,1,7,8,32,359,27,155,177,2,4,8,14,5,7,1,8,1,1,12,0,0,1,6,1,5,9,4,3,29,6,151,182,245,70,37,138,88,42,5,41,154,22,26,0,2,236,1051,2,1290,197,5,165,616,741,,946,645
1994,Yolo County,UC Davis,8,0,2,1,5,1528,125,32,1371,4,0,0,1,3,53,10,4,39,2,1,1,4,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,3,87,38,16,6,3,7,109,11,12,86,18,9,5,1,0,5,70,84,904,229,30,48,215,522,,425,209
1994,Yolo County,Union Pacific RR - Yolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1994,Yolo County,West Sacramento,330,6,21,90,213,2101,699,375,1027,174,4,14,24,132,339,59,41,239,15,10,8,33,1,15,6,30,11,14,35,8,7,4,12,8,2,49,24,30,48,111,439,260,484,157,175,152,215,68,43,104,281,59,35,0,3,216,236,158,89,49,12,264,211,135,,250,431
1994,Yolo County,Winters,23,0,0,1,22,293,48,13,232,21,0,0,1,20,64,6,8,50,0,0,3,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,6,5,7,4,29,19,25,7,10,8,23,11,1,11,10,2,1,0,0,10,26,31,71,14,10,70,50,61,,80,41
1994,Yolo County,Woodland,365,0,12,51,302,1755,387,338,1030,196,0,6,18,172,460,51,60,349,3,13,13,29,3,10,2,17,5,3,26,5,8,1,10,3,0,24,68,41,61,132,200,187,212,69,73,70,175,81,32,62,268,50,20,2,1,324,247,46,174,86,3,147,310,199,,188,333
1994,Yolo County,Yolo Co. Sheriff's Department,142,4,9,11,118,529,252,9,268,56,2,7,0,47,29,11,5,13,1,4,0,5,0,7,2,4,0,2,5,1,0,1,4,1,0,4,7,9,20,82,162,90,127,35,47,45,125,56,21,48,5,2,2,1,1,7,39,17,16,19,14,154,108,50,,74,36
1994,Yolo County,Yolo State Police,0,0,0,0,0,56,7,9,40,0,0,0,0,0,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,4,3,9,0,0,0,0,0,31,4,0,2,0,3,19,3,,3,15
1994,Yolo County,Yolo UP RR,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,2,0
1994,Yuba County,CA Highway Patrol - Yuba,0,0,0,0,0,171,0,158,13,0,0,0,0,0,36,0,36,0, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,48,22,0,0,0,0,8,0,0,0,5,0,0,,0,13
1994,Yuba County,Marysville,355,0,13,41,301,1114,213,157,744,195,0,6,11,178,266,25,21,220,6,1,2,9,1,12,1,18,2,3,18,9,9,0,8,5,1,9,43,43,54,161,126,87,117,51,52,14,96,56,31,9,120,27,10,0,4,223,185,36,46,54,4,192,178,113,,147,306
1994,Yuba County,Union Pacific RR - Yuba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1994,Yuba County,Wheatland,3,0,1,0,2,43,16,3,24,2,0,0,0,2,9,6,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,5,8,5,0,3,8,4,3,1,1,1,1,0,0,3,7,2,1,6,2,3,4,9,,7,4
1994,Yuba County,Yuba Co. Sheriff's Department,626,4,25,22,575,2089,838,12,1239,314,2,10,5,297,275,65,3,207,10,2,5,17,6,21,4,6,2,3,11,9,1,1,3,5,0,3,40,50,90,395,477,361,612,178,257,177,226,108,48,70,5,3,4,3,5,187,252,126,115,235,5,311,278,220,,320,421
1994,Yuba County,Yuba UP RR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1995,Alameda County,Alameda,477,4,18,248,207,3747,574,419,2754,272,4,16,96,156,933,127,66,740,17,4,10,31,6,17,1,70,9,11,158,162,49,2,3,12,6,14,22,38,112,35,400,174,357,124,130,103,217,92,47,78,303,83,33,10,10,660,186,619,323,90,50,806,521,475,,701,1057
1995,Alameda County,Alameda BART,143,0,2,120,21,2005,8,484,1513,33,0,0,29,4,254,1,39,214,0,7,1,8,5,2,0,17,4,4,95,0,0,0,0,0,0,120,4,2,11,4,1,7,0,0,0,0,8,1,1,6,352,121,11,11,67,1,862,81,210,7,0,274,200,165,,884,264
1995,Alameda County,Alameda Co. Sheriff's Department,1331,13,35,214,1069,3838,872,807,2159,589,7,11,42,529,226,39,46,141,13,11,10,34,0,26,9,89,13,6,106,50,45,4,6,27,7,75,45,39,201,784,615,257,577,145,252,180,295,147,32,116,682,55,70,8,20,147,1050,51,159,246,45,433,846,452,,456,405
1995,Alameda County,Alameda E. Bay Mun. Util. Dist.,2,2,0,0,0,28,2,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,14,1,0,0,1,10,10,2,,7,7
1995,Alameda County,Alameda E. Bay Reg. Park Dist.,12,0,0,9,3,137,13,0,124,1,0,1,0,0,5,2,0,3,1,0,4,5,0,0,0,1,1,1,6,3,0,0,0,0,0,6,0,0,2,1,9,4,0,0,0,0,13,11,1,1,0,0,0,0,0,0,73,3,1,7,0,40,27,24,,29,44
1995,Alameda County,Alameda SP RR,7,0,0,0,7,336,312,1,23,1,0,0,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,312,0,0,0,0,0,312,131,57,124,1,0,0,0,0,0,1,1,0,7,0,14,14,2,,5,2
1995,Alameda County,Alameda State Police,9,0,0,0,9,54,11,4,39,2,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,8,3,0,0,0,0,11,1,3,7,4,0,0,0,0,0,17,0,0,15,0,7,12,9,,7,11
1995,Alameda County,Alameda UP RR,0,0,0,0,0,35,13,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,10,0,0,0,12,20,1,,1,0
1995,Alameda County,Albany,149,1,3,63,82,632,136,83,413,46,0,0,9,37,32,6,4,22,3,1,0,4,1,2,1,16,4,2,41,48,9,1,0,2,1,2,7,3,16,56,80,56,92,15,52,25,44,30,9,5,59,15,9,3,1,25,193,23,73,48,1,46,73,120,,97,123
1995,Alameda County,Berkeley,1253,10,33,619,591,10154,1538,1075,7541,625,5,21,169,430,1145,177,159,809,21,14,16,51,3,24,9,270,35,54,260,414,58,9,15,37,22,64,25,32,223,311,873,665,1116,282,514,320,422,214,81,127,855,126,94,41,53,670,3180,1017,677,880,24,999,1759,1321,,1675,2786
1995,Alameda County,CA Highway Patrol - Alameda,12,0,0,0,12,117,4,87,26,2,0,0,0,2,12,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,3,3,1,0,0,0,0,4,2,0,2,65,16,6,0,0,0,6,4,0,3,0,13,13,3,,6,4
1995,Alameda County,CSU East Bay,6,0,1,3,2,188,34,16,138,2,0,1,0,1,7,0,0,7,0,0,0,0,0,1,0,2,0,0,1,3,0,0,0,0,0,0,0,0,2,0,31,3,3,1,1,1,31,0,6,25,14,0,2,0,0,5,31,11,5,75,3,8,24,27,,40,47
1995,Alameda County,Dublin,48,0,1,14,33,729,124,96,509,30,0,1,4,25,129,13,11,105,1,0,1,2,0,1,0,6,1,1,6,0,4,0,0,0,3,7,2,5,9,17,87,37,39,10,16,13,85,42,18,25,72,12,12,0,0,119,195,20,44,47,20,64,186,100,,129,94
1995,Alameda County,Emeryville,113,1,6,52,54,1769,147,145,1477,8,1,1,0,6,163,8,0,155,0,2,0,2,0,5,1,20,5,6,21,27,11,1,0,6,3,4,6,10,14,24,96,51,51,19,18,14,96,45,26,25,134,10,1,19,17,474,503,29,22,247,2,164,319,227,,270,661
1995,Alameda County,Fremont,1214,2,32,199,981,7392,1424,1113,4855,716,2,14,44,656,1052,238,121,693,19,12,15,46,4,25,7,91,13,15,80,59,51,8,31,22,13,15,40,66,186,689,947,477,787,210,362,215,637,243,198,196,855,160,98,11,32,644,2157,327,424,674,10,576,1601,842,,1003,1409
1995,Alameda County,Hayward,855,12,45,349,449,7126,1235,1519,4372,453,7,9,66,371,1238,75,136,1027,55,8,21,84,9,41,4,153,20,22,154,144,55,28,16,29,25,52,67,69,205,108,1018,217,659,145,283,231,576,200,129,247,1139,247,133,33,26,1024,1396,392,215,402,20,864,1210,760,,909,1493
1995,Alameda County,Livermore,210,2,14,47,147,2545,616,254,1675,115,1,6,15,93,318,40,51,227,19,6,8,33,15,11,3,17,4,5,21,2,5,6,5,6,5,18,7,16,65,59,345,271,326,92,106,128,290,121,36,133,152,87,15,1,6,206,349,413,242,169,9,280,572,305,,324,474
1995,Alameda County,Newark,249,2,6,69,172,2618,343,232,2043,139,1,3,28,107,809,46,51,712,3,4,5,12,4,3,3,31,7,2,29,15,22,1,3,8,3,17,23,41,79,29,221,122,200,27,68,105,143,27,29,87,206,19,7,1,2,701,736,61,111,147,0,284,434,393,,542,674
1995,Alameda County,Oakland,8323,138,325,3880,3980,32050,7030,7220,17800,56,56,0,0,0,0,0,0,0, , , , , ,290,35,0,2270,0,1610,3880,0,0,0,0,0,0,530,130,400,2920,5470,1560,5220,5220,0,0,1810,1560,0,250,7220,0,0,0,0,0,0,0,0,0,0,17800,2710,1760,,1600,11730
1995,Alameda County,Piedmont,8,0,0,7,1,332,65,36,231,4,0,0,3,1,50,15,9,26,3,2,2,7,1,0,0,2,0,0,5,6,0,0,0,1,0,0,1,0,0,0,25,40,61,11,26,24,4,2,1,1,34,0,2,0,1,1,165,9,9,13,0,33,69,48,,38,76
1995,Alameda County,Pleasanton,71,2,4,22,43,1958,343,166,1449,48,1,2,8,37,685,70,40,575,5,0,1,6,1,3,1,3,4,2,13,14,4,0,0,3,1,0,2,5,21,15,178,165,198,71,70,57,145,82,9,54,106,49,11,0,2,337,218,394,73,251,2,172,493,319,,340,297
1995,Alameda County,San Leandro,569,4,20,250,295,5168,825,853,3490,196,2,5,36,153,1218,46,92,1080,17,6,6,29,11,13,7,105,15,18,112,54,52,13,16,11,15,89,26,32,88,149,597,228,333,90,129,114,492,222,62,208,718,53,82,36,14,1088,1256,53,189,358,20,476,810,589,,1047,1044
1995,Alameda County,UC Berkeley,35,0,2,24,9,1477,80,34,1363,16,0,1,9,6,122,24,6,92,3,0,1,4,0,2,0,2,5,3,14,2,7,0,0,1,0,14,0,2,3,4,34,46,29,13,7,9,51,12,23,16,23,1,10,1,2,3,127,3,444,705,7,71,271,358,,319,415
1995,Alameda County,UC Lawrence-Livermore,0,0,0,0,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,1,3,7,3,,6,7
1995,Alameda County,Union City,296,3,17,135,141,2624,563,303,1758,150,2,12,30,106,480,61,38,381,9,8,11,28,13,12,5,39,7,4,85,64,25,2,5,6,4,29,30,25,64,22,359,204,355,94,226,35,208,134,51,23,216,50,37,26,23,309,803,141,98,27,4,327,438,222,,300,798
1995,Alpine County,Alpine Co. Sheriff's Department,9,0,0,0,9,145,14,0,131,8,0,0,0,8,7,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,5,10,4,9,0,2,7,5,1,1,3,0,0,0,0,0,3,27,0,1,15,24,61,60,45,,19,7
1995,Alpine County,CA Highway Patrol - Alpine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1995,Amador County,Amador Co. Sheriff's Department,53,0,2,2,49,392,157,4,231,39,0,1,0,38,115,80,2,33,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,1,0,4,6,29,10,120,37,102,13,31,58,55,22,10,23,3,0,1,0,3,34,44,26,6,31,1,86,70,45,,46,70
1995,Amador County,CA Highway Patrol - Amador,0,0,0,0,0,35,0,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,5,0,0,0,0,2,0,0,0,0,0,0,,0,2
